CurrentValue,FID
220900,8317
160600,8318
14400,8319
1367200,8320
607700,8321
209000,8322
96400,8323
316200,8324
197700,8325
148800,8326
107352,8327
544600,8328
171300,8329
186300,8330
157800,8331
181900,8332
126100,8333
233600,8334
184300,8335
189504,8336
9333300,8337
167800,8338
118102,8339
221400,8340
207100,8341
549400,8342
222800,8343
208300,8344
139500,8345
48800,8346
184200,8347
336000,8348
315300,8349
137000,8350
193400,8351
887400,8352
316200,8353
1353500,8354
610600,8355
208600,8356
196100,8357
194100,8358
251600,8359
214200,8360
230100,8361
204000,8362
241400,8363
245000,8364
193300,8365
116800,8366
364600,8367
420000,8368
1352400,8369
2929300,8370
238300,8371
350500,8372
226000,8373
186800,8374
182100,8375
169900,8376
637300,8377
219600,8378
342400,8379
134600,8380
579500,8381
295100,8382
121100,8383
237900,8384
1165400,8385
221200,8386
225400,8387
202000,8388
96400,8389
270100,8390
2702000,8391
506700,8392
285600,8393
106900,8394
307200,8395
137500,8396
273200,8397
391003000,8398
273200,8399
489300,8400
183400,8401
147600,8402
176800,8403
189400,8404
16833400,8405
246300,8406
126900,8407
126100,8408
209300,8409
796800,8410
11104100,8411
250000,8412
4162600,8413
322900,8414
270500,8415
215200,8416
161400,8417
188284,8418
217500,8419
176500,8420
172600,8421
150800,8422
314700,8423
193400,8424
277200,8425
620500,8426
310200,8427
299300,8428
66820,8429
146700,8430
672800,8431
373900,8432
8728800,8433
320000,8434
267600,8435
296200,8436
273600,8437
341200,8438
190100,8439
298800,8440
622500,8441
154900,8442
373500,8443
225900,8444
393600,8445
252400,8446
140600,8447
1009900,8448
179500,8449
126400,8450
1120400,8451
737700,8452
434495,8453
209400,8454
165800,8455
249400,8456
223200,8457
429100,8458
184000,8459
221500,8460
1363500,8461
149500,8462
133700,8463
226500,8464
263100,8465
278800,8466
238100,8467
295400,8468
330700,8469
331700,8470
282000,8471
119600,8472
319000,8473
159700,8474
141500,8475
237700,8476
278200,8477
453600,8478
401100,8479
740300,8480
6594800,8481
259700,8482
335700,8483
293400,8484
2322700,8485
355400,8486
230000,8487
229400,8488
368700,8489
556200,8490
333400,8491
156100,8492
216500,8493
571200,8494
523400,8495
369200,8496
749900,8497
170700,8498
203300,8499
201600,8500
609800,8501
183400,8502
222000,8503
175100,8504
278600,8505
385600,8506
481700,8507
1074100,8508
234400,8509
221500,8510
211100,8511
355400,8512
267900,8513
5000,8514
0,8515
194800,8516
354800,8517
265300,8518
149500,8519
354200,8520
95000,8521
202100,8522
154300,8523
247000,8524
308600,8525
237300,8526
186600,8527
463400,8528
206900,8529
350000,8530
310100,8531
318400,8532
170100,8533
196600,8534
274000,8535
421800,8536
318800,8537
11089000,8538
262000,8539
168100,8540
239700,8541
219700,8542
5000,8543
204800,8544
156100,8545
233900,8546
157700,8547
5000,8548
237100,8549
213500,8550
245000,8551
138500,8552
310200,8553
318000,8554
324200,8555
247500,8556
575900,8557
263100,8558
445000,8559
668000,8560
155900,8561
378300,8562
211800,8563
361100,8564
485200,8565
192900,8566
258800,8567
130800,8568
860000,8569
809800,8570
614000,8571
173400,8572
307200,8573
319700,8574
212100,8575
221300,8576
187100,8577
398700,8578
155400,8579
313900,8580
228600,8581
363600,8582
259200,8583
126100,8584
217700,8585
195900,8586
518100,8587
260500,8588
141500,8589
276100,8590
228300,8591
1010000,8592
324900,8593
224500,8594
232700,8595
2205800,8596
193800,8597
280800,8598
12600,8599
266400,8600
10500,8601
172000,8602
138500,8603
138500,8604
221900,8605
226500,8606
202500,8607
316800,8608
224200,8609
282200,8610
196400,8611
239200,8612
355700,8613
282000,8614
299400,8615
140200,8616
338900,8617
64512,8618
254100,8619
303000,8620
434800,8621
133900,8622
333200,8623
513100,8624
10900,8625
344200,8626
408300,8627
480200,8628
248700,8629
300900,8630
252000,8631
672700,8632
187600,8633
194300,8634
311900,8635
240100,8636
38900,8637
205100,8638
240300,8639
463400,8640
273400,8641
271700,8642
359100,8643
349600,8644
191200,8645
261100,8646
325800,8647
199100,8648
365300,8649
150900,8650
264300,8651
149500,8652
211800,8653
217400,8654
5000,8655
362600,8656
415500,8657
282100,8658
197800,8659
202400,8660
311900,8661
3100000,8662
219600,8663
391800,8664
149500,8665
319600,8666
0,8667
187700,8668
127400,8669
192100,8670
285100,8671
975000,8672
193100,8673
237700,8674
168300,8675
126100,8676
200700,8677
126900,8678
213000,8679
205300,8680
165600,8681
501600,8682
670500,8683
371000,8684
241800,8685
72800,8686
356100,8687
11900,8688
194700,8689
196700,8690
275600,8691
217800,8692
138500,8693
230500,8694
138000,8695
373800,8696
198000,8697
233400,8698
185700,8699
87507,8700
348000,8701
224700,8702
178300,8703
389800,8704
181200,8705
203000,8706
154800,8707
190800,8708
209300,8709
152600,8710
445000,8711
97476,8712
144900,8713
232200,8714
415400,8715
127197,8716
228400,8717
1343400,8718
110000,8719
372900,8720
220900,8721
285900,8722
808600,8723
351100,8724
238300,8725
188500,8726
13052200,8727
157800,8728
236000,8729
452500,8730
137900,8731
131500,8732
277500,8733
193200,8734
191700,8735
204800,8736
172000,8737
448700,8738
207800,8739
223400,8740
222900,8741
464500,8742
449300,8743
352700,8744
235000,8745
516700,8746
241400,8747
246900,8748
226000,8749
198200,8750
216100,8751
3698800,8752
278200,8753
226700,8754
385200,8755
339500,8756
480200,8757
323500,8758
177700,8759
245900,8760
408900,8761
214000,8762
205900,8763
149500,8764
332400,8765
298700,8766
100700,8767
198500,8768
109600,8769
182500,8770
135000,8771
302800,8772
379700,8773
133700,8774
225800,8775
1339200,8776
271900,8777
337600,8778
233500,8779
185800,8780
372500,8781
183800,8782
564000,8783
315700,8784
356700,8785
242400,8786
106200,8787
338300,8788
185200,8789
556900,8790
197600,8791
397200,8792
202800,8793
193400,8794
198300,8795
251000,8796
127600,8797
526700,8798
350300,8799
194700,8800
312800,8801
194400,8802
249500,8803
116300,8804
234800,8805
223200,8806
311900,8807
261100,8808
1192108,8809
187000,8810
151600,8811
479000,8812
394100,8813
193900,8814
127500,8815
218000,8816
272500,8817
277400,8818
215500,8819
107352,8820
147400,8821
443700,8822
209900,8823
179000,8824
429300,8825
299700,8826
363900,8827
196000,8828
220300,8829
223200,8830
109600,8831
370000,8832
228600,8833
833300,8834
240000,8835
168300,8836
490300,8837
399800,8838
127900,8839
208500,8840
168100,8841
709900,8842
1488700,8843
175300,8844
203700,8845
207100,8846
341800,8847
364200,8848
206000,8849
279400,8850
244600,8851
3455500,8852
94185,8853
261200,8854
228000,8855
117600,8856
335000,8857
206700,8858
900400,8859
189600,8860
373200,8861
170400,8862
223600,8863
155200,8864
534900,8865
287700,8866
216700,8867
187200,8868
433900,8869
188800,8870
256100,8871
193300,8873
198900,8874
200000,8875
234800,8876
350400,8877
305400,8878
206400,8879
45200,8880
531700,8881
134600,8882
231600,8883
219100,8884
2508600,8885
299200,8886
139600,8887
291500,8888
191100,8889
153600,8890
112500,8891
202400,8892
153000,8893
188700,8894
209600,8895
636900,8896
431800,8897
230800,8898
142900,8899
186800,8900
240300,8901
312600,8902
935100,8903
239400,8904
352100,8905
180000,8906
369200,8907
250700,8908
182800,8909
254400,8910
298500,8911
183600,8912
277400,8913
229400,8914
436500,8915
558900,8916
191700,8917
227800,8918
296100,8919
198400,8920
182500,8921
394200,8922
283200,8923
235900,8924
376200,8925
190600,8926
457700,8927
218500,8928
184000,8929
240800,8930
213700,8931
149500,8932
325700,8933
179400,8934
96600,8935
178300,8936
434495,8937
1908900,8938
286200,8939
219900,8940
335100,8941
206700,8942
507000,8943
309400,8944
413400,8945
609200,8946
408000,8947
138500,8948
198200,8949
415900,8950
322000,8951
188000,8952
244800,8953
334400,8954
294800,8955
189200,8956
247900,8957
246700,8958
240300,8959
5000,8960
211900,8961
199100,8962
240800,8963
204400,8964
530400,8965
303900,8966
249300,8967
240300,8968
627000,8969
374000,8970
331700,8971
363100,8972
148600,8973
398400,8974
5000,8975
437200,8976
204500,8977
280200,8978
69800,8979
188200,8980
391000,8981
254800,8982
255300,8983
281300,8984
196000,8985
187900,8986
264300,8987
284400,8988
211900,8989
358400,8990
402200,8991
514500,8992
240300,8993
381100,8994
184800,8995
235400,8996
241300,8997
207500,8998
383400,8999
156600,9000
977100,1
98068,2
183600,3
3792700,4
316900,5
134400,6
174400,7
923400,8
48000,9
441100,10
211600,11
365100,12
3078500,13
515200,14
61400,15
311200,16
3311200,17
150100,18
147700,19
14300,20
193200,21
0,22
147200,23
181200,24
237300,25
0,26
189200,27
23300,28
472100,29
170400,30
270300,31
189400,32
252400,33
323600,34
267500,35
2587400,36
0,37
137200,38
5000,39
378200,40
199300,41
302560,42
262000,43
253800,44
5900,45
207300,46
0,47
700,48
350300,49
246800,50
139600,51
4929700,52
215700,53
167900,54
289300,55
3405800,56
709700,57
255500,58
1036300,59
242600,60
205600,61
169600,62
258800,63
400000,64
226700,65
228900,66
384300,67
153500,68
148500,69
380100,70
270300,71
300400,72
450300,73
197900,74
187800,75
5000,76
221600,77
33600,78
373500,79
167400,80
542300,81
351400,82
230300,83
275600,84
148600,85
176400,86
237000,87
184600,88
134356,89
363400,90
111000,91
418300,92
71300,93
20800,94
118700,95
189300,96
70600,97
187500,98
493000,99
446700,100
171600,101
661900,102
5000,103
230400,104
32200,105
215700,106
227000,107
226600,108
222700,109
242000,110
680900,111
381000,112
722800,113
342100,114
243200,115
1749700,116
209800,117
222800,118
240800,119
3138200,120
232500,121
176400,122
142900,123
219100,124
844900,125
276400,126
194800,127
218900,128
218300,129
126100,130
90972,131
277600,132
1864100,133
459700,134
205100,135
239400,136
376000,137
231200,138
374400,139
197300,140
212300,141
231000,142
630300,143
7594000,144
249300,145
24567600,146
28300,147
178200,148
194900,149
256600,150
372500,151
179100,152
497200,153
225700,154
333100,155
192600,156
490700,157
183700,158
147400,159
165700,160
157800,161
135639,162
5000,163
284200,164
239700,165
226400,166
233100,167
189400,168
220400,169
9500,170
375300,171
95067,172
251900,173
557700,174
318800,175
142100,176
254100,177
191300,178
226400,179
378900,180
176400,181
329600,182
514500,183
267500,184
420300,185
133700,186
164000,187
429900,188
225000,189
203400,190
371600,191
304800,192
372500,193
315500,194
187500,195
197000,196
141500,197
306700,198
818500,199
330000,200
218600,201
205100,202
570800,203
6000,204
225500,205
340500,206
186000,207
275400,208
218000,209
231100,210
1590700,211
236500,212
257200,213
311700,214
112500,215
154200,216
242700,217
352700,218
157800,219
328600,220
75000,221
224800,222
201300,223
227000,224
203200,225
203700,226
195300,227
289900,228
217700,229
198200,230
445000,231
157900,232
341200,233
333100,234
198400,235
157900,236
296600,237
298000,238
0,239
234300,240
2163500,241
1257200,242
279700,243
1575000,244
178200,245
199000,246
274700,247
5610700,248
240300,249
225800,250
253700,251
357900,252
913500,253
800400,254
126900,255
855000,256
419300,257
180500,258
238300,259
201300,260
181800,261
331100,262
520500,263
252700,264
291500,265
245700,266
42800,267
265000,268
287200,269
149700,270
335000,271
381600,272
138500,273
226400,274
320400,275
218700,276
355400,277
297800,278
244100,279
7649000,280
386500,281
326900,282
111200,283
213700,284
154800,285
382300,286
359200,287
307600,288
309300,289
223100,290
246700,291
234400,292
142100,293
225300,294
55200,295
346000,296
561100,297
307600,298
214500,299
327800,300
225000,301
278800,302
223900,303
219000,304
80617,305
216100,306
251200,307
1187100,308
7000,309
281400,310
205600,311
304200,312
399100,313
342600,314
170400,315
191200,316
393500,317
147400,318
170500,319
198700,320
257200,321
171100,322
585400,323
4060900,324
118440,325
384100,326
304300,327
239900,328
214300,329
196500,330
417200,331
36300,332
239200,333
353900,334
639600,335
383300,336
502800,337
153300,338
224200,339
170400,340
404100,341
236800,342
208900,343
246000,344
201200,345
217300,346
210200,347
174170,348
9125000,349
833000,350
363400,351
184600,352
254600,353
1219200,354
169900,355
164700,356
608100,357
289200,358
200800,359
396500,360
46800,361
112110,362
285600,363
266400,364
295600,365
468500,366
157000,367
3840600,368
228200,369
243600,370
156100,371
107500,372
192600,373
190800,374
263700,375
221500,376
185100,377
629000,378
300000,379
366100,380
253800,381
133000,382
369500,383
476300,384
313600,385
330100,386
154900,387
81600,388
90000,389
217200,390
384300,391
348400,392
345700,393
238300,394
193900,395
292900,396
151400,397
138500,398
498100,399
198000,400
5000,401
825000,402
153500,403
302800,404
195500,405
347000,406
202200,407
298400,408
3464600,409
2067900,410
363700,411
297200,412
215500,413
254700,414
398700,415
184200,416
0,417
495700,418
174700,419
232600,420
189300,421
177200,422
215300,423
863300,424
243100,425
233700,426
466700,427
198900,428
287900,429
138500,430
193200,431
788200,432
208900,433
405300,434
281300,435
148600,436
271400,437
944500,438
150900,439
184700,440
104400,441
222800,442
5000,443
169800,444
21400,445
266500,446
227400,447
289300,448
253400,449
220000,450
242800,451
406400,452
238300,453
180600,454
387700,455
392500,456
234600,457
183700,458
232900,459
359100,460
325800,461
202400,462
112000,463
1271000,464
617800,465
167100,466
260200,467
193000,468
234200,469
157800,470
416900,471
210900,472
233700,473
132800,474
167400,475
136600,476
131899,477
215700,478
262700,479
143400,480
194800,481
402500,482
190100,483
392900,484
239300,485
189200,486
174000,487
392000,488
499600,489
184700,490
206400,491
347400,492
82800,493
248900,494
135300,495
226600,496
129100,497
237200,498
141000,499
359800,500
293600,501
202900,502
196000,503
709100,504
261100,505
191600,506
470800,507
306700,508
750700,509
1389800,510
476200,511
330500,512
0,513
357300,514
249500,515
250200,516
0,517
7600,518
212400,519
193400,520
343800,521
282500,522
19600,523
202400,524
344700,525
346100,526
174900,527
227200,528
166000,529
189000,530
99300,531
173500,532
116023,533
190500,534
294400,535
299700,536
241100,537
1213900,538
168100,539
1413100,540
324800,541
227000,542
425200,543
199400,544
222300,545
240300,546
187900,547
133700,548
334100,549
186600,550
540800,551
267800,552
150200,553
366300,554
372500,555
185000,556
343100,557
208300,558
233800,559
12200,560
204200,561
219900,562
367000,563
227200,564
500,565
255451,566
346500,567
154900,568
609600,569
329100,570
126800,571
277200,572
265300,573
643200,574
348900,575
419800,576
196000,577
471500,578
182400,579
487500,580
201900,581
314800,582
199700,583
89500,584
100399,585
597700,586
162500,587
247600,588
318000,589
490900,590
179000,591
230400,592
217800,593
455900,594
121700,595
646500,596
1564100,597
434900,598
532700,599
0,600
138500,601
267900,602
758500,603
204300,604
237100,605
312400,606
299300,607
138500,608
323800,609
80100,610
291000,611
188700,612
292800,613
242600,614
619500,615
375000,616
154200,617
195100,618
406400,619
274600,620
232600,621
126600,622
197600,623
217400,624
63700,625
485200,626
188500,627
271300,628
362500,629
198200,630
4757300,631
195200,632
599200,633
375700,634
440400,635
628200,636
6675200,637
272800,638
11999100,639
568600,640
320700,641
72800,642
201900,643
318700,644
162700,645
316800,646
123300,647
219400,648
198600,649
43700,650
184600,651
222200,652
170400,653
0,654
266500,655
2822200,656
210200,657
303300,658
560000,659
1094600,660
216100,661
2015400,662
293600,663
138500,664
491800,665
340100,666
289900,667
219400,668
94900,669
650400,670
175300,671
208000,672
478200,673
0,674
358800,675
344400,676
962400,677
596000,678
217100,679
220000,680
260800,681
81900,682
188100,683
295100,684
57800,685
192900,686
318700,687
627600,688
1002500,689
329000,690
114200,691
117000,692
481000,693
251400,694
184200,695
189400,696
250500,697
189400,698
202400,699
345600,700
168100,701
187900,702
187900,703
227100,704
224700,705
138500,706
149500,707
228700,708
187500,709
141500,710
220600,711
355500,712
537900,713
419000,714
242500,715
185000,716
180900,717
869600,718
1043500,719
201100,720
285000,721
247900,722
170100,723
175900,724
313200,725
353900,726
213100,727
197200,728
318800,729
246300,730
263600,731
279300,732
180800,733
344100,734
579500,735
493200,736
279300,737
2640100,738
485600,739
138500,740
499400,741
175200,742
138500,743
201100,744
255900,745
383400,746
81400,747
265700,748
227600,749
211500,750
196300,751
105400,752
191400,753
196000,754
378600,755
699200,756
294100,757
191600,758
199600,759
189000,760
357600,761
336600,762
350900,763
410400,764
200000,765
448100,766
234000,767
194200,768
233200,769
199900,770
233100,771
201300,772
135765,773
356100,774
339400,775
198200,776
242400,777
117094,778
211800,779
570500,780
208600,781
640200,782
178400,783
206300,784
9412800,785
534000,786
83100,787
170400,788
326000,789
199400,790
118100,791
203300,792
227700,793
228200,794
374800,795
263600,796
95067,797
260500,798
284300,799
188400,800
498900,801
237500,802
338500,803
154900,804
185600,805
301000,806
190100,807
509000,808
54100,809
507300,810
127674,811
352200,812
221800,813
192500,814
207700,815
212400,816
233600,817
261400,818
201900,819
215100,820
205700,821
464800,822
208500,823
320300,824
239800,825
705100,826
213700,827
261100,828
181100,829
279100,830
528700,831
367600,832
0,833
231000,834
384400,835
254500,836
211300,837
70100,838
195100,839
787900,840
368800,841
183100,842
219200,843
184600,844
282600,845
6600,846
121945,847
221400,848
384600,849
330900,850
316600,851
214100,852
191200,853
95800,854
195900,855
224400,856
346800,857
280500,858
277900,859
382100,860
131400,861
238400,862
1004000,863
377800,864
87700,865
222900,866
724700,867
459400,868
213500,869
248500,870
218700,871
216700,872
179900,873
193500,874
260600,875
159400,876
212300,877
190100,878
454800,879
288100,880
248300,881
324800,882
252200,883
375800,884
744500,885
95067,886
55858,887
246100,888
5000,889
330800,890
335400,891
285300,892
295000,893
696600,894
284600,895
331700,896
275900,897
261500,898
273300,899
195800,900
110000,901
149500,902
480200,903
192600,904
256600,905
356600,906
387700,907
272700,908
548100,909
182700,910
287400,911
181700,912
386500,913
652800,914
193600,915
314400,916
267800,917
200500,918
270000,919
302000,920
272000,921
174900,922
193500,923
244900,924
839800,925
275200,926
252800,927
184600,928
249900,929
452100,930
230300,931
234900,932
115015,933
199300,934
218700,935
318800,936
534100,937
238400,938
149500,939
372700,940
251100,941
244500,942
413400,943
420600,944
277200,945
829200,946
702200,947
259600,948
263000,949
4900,950
586100,951
453200,952
122200,953
5000,954
178300,955
540500,956
237900,957
270600,958
240500,959
413600,960
184700,961
369500,962
179000,963
1981100,964
200900,965
238400,966
299800,967
214800,968
351200,969
21600,970
520300,971
198000,972
10994800,973
739500,974
344500,975
7000,976
208900,977
605000,978
104500,979
753500,980
173500,981
44700,982
65070,983
332900,984
180300,985
190200,986
229100,987
244000,988
674900,989
149500,990
330000,991
301900,992
277700,993
100903,994
175000,995
186000,996
772626,997
210400,998
230900,999
149500,1000
326200,3001
216100,3002
148600,3003
1932600,3004
161000,3005
251600,3006
174600,3007
148200,3008
762800,3009
191200,3010
408400,3011
159700,3012
152000,3013
661100,3014
284600,3015
386700,3016
25800,3017
108100,3018
278000,3019
222400,3020
347000,3021
286000,3022
297300,3023
218500,3024
217700,3025
399900,3026
187900,3027
350500,3028
638400,3029
110000,3030
498200,3031
284500,3032
342100,3033
175300,3034
152700,3035
1051900,3036
611700,3037
159900,3038
214100,3039
335400,3040
272700,3041
275800,3042
218400,3043
218300,3044
324000,3045
176300,3046
312400,3047
375300,3048
0,3049
770300,3050
393800,3051
173500,3052
165600,3053
245900,3054
231200,3055
153000,3056
202000,3057
279600,3058
220900,3059
558100,3060
339400,3061
236800,3062
138500,3063
156400,3064
219149,3065
232000,3066
148300,3067
403800,3068
193100,3069
702900,3070
164000,3071
202800,3072
238700,3073
321400,3074
285200,3075
256200,3076
367700,3077
149500,3078
162200,3079
195400,3080
204800,3081
321570,3082
205800,3083
181700,3084
183500,3085
193400,3086
843650,3087
278000,3088
304200,3089
216100,3090
212100,3091
243200,3092
247400,3093
216300,3094
719600,3095
475500,3096
539200,3097
258000,3098
387300,3099
191800,3100
206100,3101
193400,3102
255100,3103
391700,3104
131700,3105
503300,3106
266200,3107
588600,3108
462200,3109
231800,3110
4350300,3111
192400,3112
324900,3113
107100,3114
287700,3115
230800,3116
217100,3117
180000,3118
164900,3119
197500,3120
187000,3121
434300,3122
237300,3123
253500,3124
194500,3125
136100,3126
167000,3127
230000,3128
3558100,3129
1227400,3130
454000,3131
124740,3132
224500,3133
378500,3134
5000,3135
153900,3136
260000,3137
243200,3138
809600,3139
207900,3140
169200,3141
1317400,3142
265200,3143
231500,3144
170400,3145
725900,3146
5000,3147
335600,3148
222000,3149
405700,3150
225600,3151
188100,3152
667500,3153
241200,3154
195200,3155
221500,3156
1980800,3157
274700,3158
294400,3159
130000,3160
384800,3161
411600,3162
291900,3163
302300,3164
482800,3165
247000,3166
367500,3167
631500,3168
284700,3169
362900,3170
228300,3171
263400,3172
119500,3173
176400,3174
253300,3175
309000,3176
237700,3177
232100,3178
222400,3179
291000,3180
131300,3181
260600,3182
150300,3183
215900,3184
239900,3185
288100,3186
256800,3187
280200,3188
243300,3189
334900,3190
155300,3191
172300,3192
392600,3193
435900,3194
128686,3195
138500,3196
149500,3197
144900,3198
175400,3199
230000,3200
91600,3201
471500,3202
296900,3203
337000,3204
208400,3205
67800,3206
190500,3207
168100,3208
82600,3209
436300,3210
336000,3211
223500,3212
149500,3213
179800,3214
220700,3215
5000,3216
188600,3217
353700,3218
95800,3219
179100,3220
167300,3221
684000,3222
200700,3223
174300,3224
252200,3225
433200,3226
205200,3227
177500,3228
210700,3229
329000,3230
208500,3231
190400,3232
183600,3233
449700,3234
188400,3235
455700,3236
175300,3237
233100,3238
193000,3239
188800,3240
20774300,3241
394500,3242
353000,3243
148600,3244
25634600,3245
218900,3246
321000,3247
194400,3248
203900,3249
161000,3250
184300,3251
217400,3252
198241,3253
209200,3254
388200,3255
189000,3256
246700,3257
213600,3258
330800,3259
351600,3260
444100,3261
342800,3262
301400,3263
297400,3264
216300,3265
472700,3266
62600,3267
323000,3268
337700,3269
218300,3270
207300,3271
200900,3272
467600,3273
158000,3274
296500,3275
47500,3276
223000,3277
201000,3278
197500,3279
121441,3280
292300,3281
480200,3282
223200,3283
234100,3284
251300,3285
373100,3286
141700,3287
373400,3288
225700,3289
182800,3290
213300,3291
191200,3292
69300,3293
206900,3294
664451,3295
148900,3296
277600,3297
434000,3298
138500,3299
413400,3300
382300,3301
0,3302
590367,3303
203500,3304
543900,3305
126100,3306
195000,3307
203200,3308
199400,3309
5600,3310
227300,3311
2871700,3312
131800,3313
202800,3314
203500,3315
261800,3316
203800,3317
196600,3318
231000,3319
498200,3320
288100,3321
310100,3322
261300,3323
243000,3324
200200,3325
36000,3326
162900,3327
251600,3328
200900,3329
233800,3330
381200,3331
135300,3332
685800,3333
277000,3334
138500,3335
326100,3336
217400,3337
495100,3338
118700,3339
154600,3340
419300,3341
234000,3342
154900,3343
212000,3344
268500,3345
176300,3346
1426000,3347
5000,3348
236500,3349
365700,3350
11100,3351
165400,3352
162400,3353
214700,3354
145400,3355
114000,3356
193500,3357
272500,3358
265100,3359
5000,3360
218000,3361
178300,3362
172900,3363
302800,3364
126900,3365
258200,3366
418300,3367
399400,3368
118440,3369
230400,3370
120000,3371
331700,3372
169400,3373
217100,3374
240700,3375
290800,3376
168100,3377
685200,3378
2362500,3379
290500,3380
457800,3381
277100,3382
282300,3383
194200,3384
304800,3385
236400,3386
638300,3387
537600,3388
223900,3389
202100,3390
147400,3391
247900,3392
213200,3393
206000,3394
379000,3395
232400,3396
255800,3397
192800,3398
191900,3399
89145,3400
282000,3401
274600,3402
375700,3403
331700,3404
220300,3405
209900,3406
162500,3407
212100,3408
147746,3409
103675,3410
153500,3411
359800,3412
224700,3413
206000,3414
9100,3415
189400,3416
337100,3417
211600,3418
1349900,3419
255100,3420
5000,3421
42400,3422
100000,3423
226900,3424
193300,3425
474900,3426
140000,3427
434900,3428
151137,3429
211400,3430
197400,3431
207300,3432
310800,3433
386300,3434
228900,3436
184800,3437
321500,3438
780500,3439
296700,3440
215200,3441
169800,3442
339900,3443
7862300,3444
1069300,3445
147400,3446
156900,3447
703500,3448
214500,3449
204600,3450
367500,3451
319000,3452
0,3453
196500,3454
211700,3455
193000,3456
191900,3457
263100,3458
11104000,3459
294300,3460
1603400,3461
155800,3462
76900,3463
219600,3464
303100,3465
336900,3466
238700,3467
234700,3468
193000,3469
187700,3470
6843800,3471
176300,3472
267600,3473
550200,3474
333100,3475
287600,3476
3657500,3477
505400,3478
316800,3479
191100,3480
90100,3481
384000,3482
378700,3483
232700,3484
353200,3485
183800,3486
326000,3487
183600,3488
310400,3489
280100,3490
499200,3491
235000,3492
199900,3493
737900,3494
399500,3495
156000,3496
87255,3497
123000,3498
277600,3499
286700,3500
250100,3501
103400,3502
278100,3503
249000,3504
183500,3505
338200,3506
160000,3507
244400,3508
193800,3509
184000,3510
154100,3511
171500,3512
162000,3513
305100,3514
207600,3515
88011,3516
112094,3517
195800,3518
242800,3519
327600,3520
220200,3521
210000,3522
4495900,3523
196800,3524
209300,3525
7754500,3526
273400,3527
137500,3528
208900,3529
364900,3530
415700,3531
262800,3532
469100,3533
192300,3534
223600,3535
170200,3536
211300,3537
451200,3538
212300,3539
148900,3540
183200,3541
195900,3542
198900,3543
222100,3544
229500,3545
227100,3546
186800,3547
303500,3548
201300,3549
61400,3550
386100,3551
222000,3552
138500,3553
273600,3554
368300,3555
560100,3556
250000,3557
0,3558
215900,3559
272700,3560
61400,3561
3057200,3562
148600,3563
146700,3564
173400,3565
202200,3566
158100,3567
209800,3568
74700,3569
216700,3570
301800,3571
328700,3572
736800,3573
189200,3574
454100,3575
208900,3576
334900,3577
293100,3578
292600,3579
189300,3580
181900,3581
189200,3582
709300,3583
487300,3584
146600,3585
311700,3586
808700,3587
1087400,3588
162600,3589
215500,3590
1331800,3591
225700,3592
159000,3593
289300,3594
521400,3595
249800,3596
285000,3597
187200,3598
561400,3599
299300,3600
228500,3601
195200,3602
250300,3603
480200,3604
201300,3605
72700,3606
331000,3607
185500,3608
760000,3609
201300,3610
363500,3611
202700,3612
253700,3613
220000,3614
164200,3615
306700,3616
373500,3617
590400,3618
218600,3619
437100,3620
99792,3621
586800,3622
306700,3623
252000,3624
252500,3625
130092,3626
548900,3627
1266700,3628
257100,3629
54300,3630
196900,3631
203000,3632
208200,3633
190300,3634
566400,3635
576300,3636
218000,3637
278100,3638
218700,3639
949200,3640
239800,3641
222500,3642
283300,3643
97816,3644
185800,3645
507800,3646
238000,3647
518700,3648
236900,3649
205000,3650
2359600,3651
314100,3652
255500,3653
448800,3654
13300,3655
351900,3656
149500,3657
275900,3658
189700,3659
390200,3660
376300,3661
295900,3662
281800,3663
388800,3664
357500,3665
295400,3666
191100,3667
12700,3668
107500,3669
278100,3670
513400,3671
230400,3672
298600,3673
277200,3674
372400,3675
0,3676
446200,3677
840600,3678
319300,3679
1380900,3680
988400,3681
313900,3682
203100,3683
215900,3684
327800,3685
192100,3686
252700,3687
144900,3688
271300,3689
108045,3690
271000,3691
130292,3692
3757700,3693
126600,3694
313200,3695
131500,3696
89600,3697
136700,3698
205300,3699
255800,3700
158900,3701
398200,3702
220600,3703
170000,3704
195100,3705
258700,3706
203600,3707
156800,3708
199900,3709
291500,3710
858500,3711
298800,3712
631700,3713
182400,3714
209100,3715
218300,3716
331500,3717
150100,3718
295800,3719
230400,3720
148300,3721
160200,3722
211000,3723
200000,3724
224100,3725
214600,3726
221200,3727
4988300,3728
179400,3729
160000,3730
298000,3731
726900,3732
177900,3733
180500,3734
458200,3735
177000,3736
381900,3737
312700,3738
85600,3739
238000,3740
225200,3741
222700,3742
258000,3743
279100,3744
415500,3745
337100,3746
330900,3747
226200,3748
314400,3749
209200,3750
228600,3751
236800,3752
72800,3753
382300,3754
168400,3755
148600,3756
288700,3757
515300,3758
244900,3759
193500,3760
315900,3761
2429700,3762
144000,3763
172300,3764
127916,3765
262100,3766
3800,3767
249400,3768
144700,3769
277500,3770
4125200,3771
189700,3772
348600,3773
489200,3774
320500,3775
363700,3776
198500,3777
197500,3778
101974,3779
221700,3780
87255,3781
2179300,3782
407900,3783
198500,3784
286600,3785
154600,3786
278800,3787
193800,3788
223800,3789
225000,3790
237100,3791
198600,3792
483900,3793
143100,3794
235500,3795
483400,3796
243200,3797
207500,3798
200000,3799
184500,3800
828100,3801
351400,3802
