CurrentValue,FID
424400,2184
267800,2185
155300,2186
133400,2187
332800,2188
183200,2189
158800,2190
263000,2191
247000,2192
649400,2193
192600,2194
174600,2195
318800,2196
251000,2197
200500,2198
197700,2199
140100,2200
288900,2201
386100,2202
206600,2203
232500,2204
204000,2205
519200,2206
193100,2207
148700,2208
107400,2209
503100,2210
226200,2211
481900,2212
189000,2213
4375500,2214
224800,2215
205700,2216
196000,2217
154400,2218
324100,2219
8066000,2220
279000,2221
347000,2222
390200,2223
240300,2224
112300,2225
947200,2226
110000,2227
126100,2228
109408,2229
206300,2230
233900,2231
155100,2232
321200,2233
609500,2234
320200,2235
212000,2236
6826100,2237
282315,2238
512700,2239
141500,2240
2708100,2241
174200,2242
6679600,2243
264600,2244
250800,2245
8101000,2246
698700,2247
193600,2248
1647400,2249
476600,2250
302500,2251
1889000,2252
174500,2253
381000,2254
112500,2255
403700,2256
243800,2257
343200,2258
266900,2259
384600,2260
231600,2261
258500,2262
218900,2263
393100,2264
493600,2265
432000,2266
183200,2267
284700,2268
126800,2269
233800,2270
184200,2271
3717800,2272
193900,2273
313400,2274
308500,2275
186100,2276
362800,2277
254400,2278
1213500,2279
261200,2280
233000,2281
199500,2282
149500,2283
675000,2284
169000,2285
428100,2286
347500,2287
0,2288
548100,2289
262500,2290
207900,2291
320100,2292
203000,2293
325000,2294
110000,2295
186200,2296
148700,2297
206700,2298
354200,2299
670000,2300
194300,2301
274400,2302
0,2303
355300,2304
690500,2305
221400,2306
190400,2307
179400,2308
399700,2309
154600,2310
572600,2311
178300,2312
240200,2313
302800,2314
272800,2315
199900,2316
1810300,2317
327900,2318
202900,2319
198600,2320
297600,2321
428900,2322
150100,2323
173700,2324
328400,2325
424000,2326
306900,2327
188600,2328
221900,2329
219100,2330
494400,2331
138500,2332
233200,2333
171360,2334
405400,2335
185700,2336
470500,2337
438400,2338
485900,2339
189000,2340
203300,2341
18600,2342
226100,2343
138500,2344
206600,2345
253500,2346
309600,2347
244400,2348
264200,2349
229700,2350
295500,2351
195600,2352
216600,2353
191100,2354
0,2355
278900,2356
281800,2357
156000,2358
325700,2359
699700,2360
2712400,2361
280600,2362
47000,2363
11800,2364
397200,2365
241500,2366
289300,2367
325500,2368
201300,2369
276600,2370
286600,2371
460900,2372
371300,2373
309200,2374
247600,2375
126900,2376
110000,2377
162200,2378
201300,2379
240300,2380
272200,2381
5876100,2382
336100,2383
1340700,2384
167700,2385
480900,2386
216000,2387
186700,2388
264300,2389
824900,2390
1164900,2391
667100,2392
218500,2393
338300,2394
397400,2395
207500,2396
604800,2397
387500,2398
283400,2399
247500,2400
287600,2401
228200,2402
340000,2403
286600,2404
448700,2405
143200,2406
409400,2407
195300,2408
314500,2409
238000,2410
174300,2411
138500,2412
579800,2413
348600,2414
260300,2415
155200,2416
182800,2417
337300,2418
276000,2419
555000,2420
197600,2421
216200,2422
496700,2423
194100,2424
211100,2425
446700,2426
167100,2427
110731,2428
154900,2429
463200,2430
126100,2431
111777,2432
172100,2433
376700,2434
244600,2435
389900,2436
218000,2437
141500,2438
190300,2439
442300,2440
210100,2441
138900,2442
175300,2443
10300,2444
259900,2445
276200,2446
225800,2447
149500,2448
856300,2449
239500,2450
206200,2451
138500,2452
151500,2453
326800,2454
332200,2455
289500,2456
198500,2457
240300,2458
269400,2459
533600,2460
378500,2461
110000,2462
176600,2463
138500,2464
320900,2465
186100,2466
217700,2467
176000,2468
144300,2469
342900,2470
285000,2471
22300,2472
352800,2473
355900,2474
170500,2475
149500,2476
476000,2477
228300,2478
219900,2479
229100,2480
218500,2481
200800,2482
196800,2483
248900,2484
210900,2485
0,2486
850400,2487
176300,2488
1476200,2489
188100,2490
495500,2491
212400,2492
185300,2493
208200,2494
182200,2495
194900,2496
135000,2497
3150300,2498
250600,2499
223200,2500
289300,2501
208100,2502
235600,2503
312700,2504
177900,2505
280900,2506
741800,2507
330600,2508
337600,2509
216800,2510
199000,2511
364800,2512
292400,2513
197200,2514
272700,2515
248600,2516
559600,2517
0,2518
229900,2519
203753,2520
208500,2521
220300,2522
203400,2523
196400,2524
200900,2525
435600,2526
189000,2527
220200,2528
290200,2529
267400,2530
199800,2531
205600,2532
221600,2533
532900,2534
394800,2535
195100,2536
191600,2537
4059400,2538
274400,2539
212000,2540
203200,2541
263800,2542
252500,2543
186700,2544
99400,2545
489300,2546
317100,2547
138500,2548
215100,2549
272700,2550
5000,2551
187700,2552
5000,2553
269600,2554
408400,2555
745400,2556
388100,2557
288700,2558
290900,2559
328700,2560
201400,2561
207500,2562
271900,2563
191600,2564
157100,2565
196400,2566
382400,2567
532400,2568
235400,2569
349400,2570
199500,2571
241300,2572
411100,2573
251400,2574
336200,2575
309200,2576
225700,2577
262100,2578
363000,2579
258900,2580
198700,2581
208400,2582
256500,2583
194300,2584
191500,2585
217000,2586
133300,2587
320700,2588
184200,2589
267800,2590
308900,2591
3046500,2592
243300,2593
218200,2594
580200,2595
149500,2596
259500,2597
342100,2598
149500,2599
66500,2600
273100,2601
161000,2602
391400,2603
394200,2604
344200,2605
234200,2606
200500,2607
459300,2608
41263600,2609
213100,2610
192800,2611
197500,2612
682600,2613
255100,2614
189200,2615
658200,2616
1554500,2617
401000,2618
254700,2619
314000,2620
249100,2621
453400,2622
187700,2623
149500,2624
506900,2625
204000,2626
238000,2627
146700,2628
359300,2629
109600,2630
149500,2631
297700,2632
223100,2633
207800,2634
276700,2635
197100,2636
176300,2637
238300,2638
257500,2639
138500,2640
214800,2641
241800,2642
349900,2643
131300,2644
198600,2645
195100,2646
264100,2647
256800,2648
180500,2649
255100,2650
245100,2651
289100,2652
459400,2653
415000,2654
283000,2655
93800,2656
331400,2657
328600,2658
264800,2659
193100,2660
765600,2661
234700,2662
177600,2663
210200,2664
104400,2665
181100,2666
363400,2667
233900,2668
334900,2669
242700,2670
240300,2671
0,2672
822400,2673
209000,2674
212600,2675
149700,2676
0,2677
167300,2678
190000,2679
2327200,2680
241500,2681
335500,2682
192500,2683
204500,2684
475300,2685
572000,2686
284600,2687
234600,2688
357600,2689
263400,2690
223500,2691
289700,2692
199000,2693
93406,2694
369800,2695
96493,2696
338300,2697
189000,2698
210300,2699
263300,2700
153500,2701
584800,2702
99792,2703
425300,2704
202500,2705
378700,2706
363900,2707
300800,2708
661600,2709
214400,2710
275600,2711
246700,2712
478300,2713
591100,2714
276500,2715
217700,2716
93600,2717
197200,2718
129500,2719
240300,2720
257300,2721
992500,2722
439900,2723
0,2724
237100,2725
716100,2726
202200,2727
409500,2728
206000,2729
371600,2730
231300,2731
283300,2732
329600,2733
440800,2734
231100,2735
213800,2736
413200,2737
262000,2738
182700,2739
217400,2740
436100,2741
243600,2742
1086800,2743
188700,2744
304500,2745
299100,2746
400100,2747
198200,2748
211700,2749
555200,2750
977400,2751
169900,2752
314400,2753
1121300,2754
489700,2755
208500,2756
329900,2757
343000,2758
521500,2759
235300,2760
321900,2761
220100,2762
188400,2763
178200,2764
186900,2765
604300,2766
160500,2767
272500,2768
174800,2769
201900,2770
244600,2771
206500,2772
619300,2773
257900,2774
379900,2775
194100,2776
220400,2777
360100,2778
352500,2779
248600,2780
5000,2781
356200,2782
281500,2783
195400,2784
260000,2785
339800,2786
315600,2787
152600,2788
226400,2789
423800,2790
219600,2791
486300,2792
262000,2793
226200,2794
344700,2795
5000,2796
344400,2797
247800,2798
270300,2799
214000,2800
176500,2801
108337,2802
409300,2803
184000,2804
202700,2805
328800,2806
400700,2807
154200,2808
211900,2809
336500,2810
477800,2811
218900,2812
218500,2813
211200,2814
140500,2815
401600,2816
195900,2817
355000,2818
222400,2819
405300,2820
256900,2821
197000,2822
211200,2823
126800,2824
212400,2825
170200,2826
126600,2827
405800,2828
290000,2829
439800,2830
479600,2831
8700,2832
154400,2833
321600,2834
185600,2835
175600,2836
168100,2837
734500,2838
201300,2839
4000,2840
547100,2841
258492,2842
233700,2843
197200,2844
556900,2845
136400,2846
1538000,2847
219700,2848
233600,2849
732200,2850
469600,2851
192400,2852
382200,2853
5000,2854
107415,2855
150900,2856
336800,2857
206800,2858
419400,2859
373400,2860
437900,2861
151600,2862
178300,2863
195700,2864
184200,2865
225900,2866
149600,2867
237700,2868
207700,2869
320500,2870
392600,2871
747300,2872
156100,2873
303600,2874
141500,2875
154400,2876
492900,2877
210000,2878
634200,2879
0,2880
194600,2881
566300,2882
191400,2883
265000,2884
202100,2885
228000,2886
245400,2887
213100,2888
233600,2889
672600,2890
604700,2891
208300,2892
183600,2893
134600,2894
67600,2895
126100,2896
250400,2897
289200,2898
350900,2899
188700,2900
263900,2901
230100,2902
727800,2903
138500,2904
87673,2905
315200,2906
426200,2907
5000,2908
216000,2909
236000,2910
248799,2911
176900,2912
256900,2913
485200,2914
201000,2915
276200,2916
374700,2917
196500,2918
1027800,2919
126900,2920
201600,2921
255300,2922
708500,2923
126600,2924
111500,2925
131962,2926
312000,2927
174900,2928
258400,2929
189700,2930
362400,2931
508800,2932
292900,2933
231700,2934
216200,2935
312200,2936
221300,2937
129000,2938
230300,2939
247900,2940
225100,2941
276800,2942
1759000,2943
902300,2944
110000,2945
491100,2946
189900,2947
222700,2948
219200,2949
388200,2950
502400,2951
222900,2952
184600,2953
135000,2954
199500,2955
219000,2956
1656200,2957
769600,2958
6801600,2959
392400,2960
576700,2961
485300,2962
199900,2963
222100,2964
359200,2965
258700,2966
349000,2967
188500,2968
141500,2969
240300,2970
189500,2971
213500,2972
124740,2973
5982500,2974
204000,2975
903000,2976
205700,2977
600000,2978
536100,2979
200100,2980
252800,2981
391900,2982
204300,2983
381000,2984
243400,2985
1542100,2986
359000,2987
218200,2988
350300,2989
599500,2990
225100,2991
231300,2992
892500,2993
277200,2994
195300,2995
145400,2996
198300,2997
262300,2998
322300,2999
218200,3000
428300,8001
267000,8002
198400,8003
187500,8004
222500,8005
180900,8006
20837900,8007
226900,8008
366900,8009
165300,8010
1287500,8011
289200,8012
352500,8013
320000,8014
185100,8015
222200,8016
358900,8017
133700,8018
310200,8019
198900,8020
185700,8021
221500,8022
210700,8023
199200,8024
228900,8025
192700,8026
170700,8027
258800,8028
243700,8029
245500,8030
203000,8031
255700,8032
181600,8033
198700,8034
207200,8035
240100,8036
224700,8037
303000,8038
111200,8039
475000,8040
450000,8041
89000,8042
1400200,8043
212400,8044
341700,8045
295600,8046
185100,8047
206100,8048
93900,8049
392600,8050
4746300,8051
310300,8052
289500,8053
126600,8054
185500,8055
157800,8056
226200,8057
205200,8058
180200,8059
362400,8060
238800,8061
467600,8062
235000,8063
244000,8064
8000,8065
311100,8066
455700,8067
197400,8068
304800,8069
437300,8070
207500,8071
849200,8072
609000,8073
479900,8074
295800,8075
0,8076
219500,8077
167900,8078
203400,8079
365100,8080
196600,8081
11123400,8082
199200,8083
188200,8084
441300,8085
242600,8086
188300,8087
282800,8088
368200,8089
185300,8090
213500,8091
241000,8092
466100,8093
300900,8094
424600,8095
150800,8096
218400,8097
273300,8098
492300,8099
561100,8100
204300,8101
346000,8102
848300,8103
214600,8104
372200,8105
190200,8106
103900,8107
204200,8108
238300,8109
359700,8110
243700,8111
204100,8112
216800,8113
293000,8114
394400,8115
373400,8116
146200,8117
273200,8118
149900,8119
61400,8120
240000,8121
150100,8122
179400,8123
312000,8124
240600,8125
325300,8126
199800,8127
216900,8128
314600,8129
5000,8130
275100,8131
135700,8132
264200,8133
361300,8134
223300,8135
167100,8136
266800,8137
424500,8138
202700,8139
135639,8140
173100,8141
482400,8142
138500,8143
178800,8144
202200,8145
5903200,8146
748400,8147
141500,8148
5000,8149
2286900,8150
292800,8151
238000,8152
220400,8153
510100,8154
176600,8155
217900,8156
207300,8157
275600,8158
420700,8159
207500,8160
468900,8161
203300,8162
177800,8163
261100,8164
255200,8165
3892300,8166
254100,8167
145800,8168
5000,8169
104900,8170
277200,8171
184800,8172
439500,8173
1129600,8174
220600,8175
138500,8176
199700,8177
286900,8178
123500,8179
541600,8180
202300,8181
402200,8182
154200,8183
212600,8184
206300,8185
207900,8186
423500,8187
332900,8188
389200,8189
859400,8190
366100,8191
243700,8192
128600,8193
963600,8194
266200,8195
201800,8196
1174400,8197
26300,8198
247600,8199
178300,8200
149500,8201
203400,8202
269900,8203
214800,8204
210900,8205
356300,8206
318500,8207
87400,8208
171486,8209
240000,8210
170000,8211
147900,8212
4328100,8213
316000,8214
524900,8215
0,8216
61400,8217
147200,8218
305400,8219
244000,8220
2665900,8221
244400,8222
178600,8223
299000,8224
215000,8225
242800,8226
419300,8227
461800,8228
332800,8229
211500,8230
141500,8231
1429100,8232
289200,8233
126100,8234
172200,8235
191100,8236
221000,8237
155200,8238
142900,8239
234200,8240
381200,8241
116300,8242
337300,8243
1759700,8244
442600,8245
439500,8246
264700,8247
126900,8248
537900,8249
285800,8250
200300,8251
241300,8252
243300,8253
5000,8254
201100,8255
224700,8256
149500,8257
364800,8258
698300,8259
208700,8260
171800,8261
330600,8262
228300,8263
228100,8264
425100,8265
125445,8266
200600,8267
201000,8268
42800,8269
133700,8270
155300,8271
301000,8272
294300,8273
328800,8274
206200,8275
200400,8276
259800,8277
213100,8278
5000,8279
218900,8280
479500,8281
205500,8282
149500,8283
192000,8284
282300,8285
289800,8286
282500,8287
480200,8288
362500,8289
333100,8290
222500,8291
282000,8292
290500,8293
203000,8294
382300,8295
299100,8296
41600,8297
311900,8298
745400,8299
329100,8300
261700,8301
480600,8302
193200,8303
1479500,8304
189700,8305
220400,8306
240300,8307
230300,8308
222300,8309
232000,8310
977800,8311
297700,8312
456000,8313
1783800,8314
215000,8315
280200,8316
