StreetName,FID
"CAYUGA CT",9158
"ST PAUL ST",9159
"GREENE ST",9160
"SHELBURNE ST",9161
"KING ST",9162
"HOPE ST",9163
"SPRING ST",9164
"THIBAULT PW",9165
"SHORE RD",9166
"NORTH UNION ST",9167
"ELMWOOD AV",9168
"BROOK DR",9169
"PERU ST",9170
"EASTMAN FARM RD",9171
"BAYVIEW ST",9172
"GREY MEADOW DR",9173
"NORTHSHORE DR",9174
"NORTH AV",9175
"ROSE ST",9176
"MARBLE AV",9177
"AUSTIN DR",9178
"SHELBURNE ST",9179
"ALDER LN",9180
"MANHATTAN DR",9181
"GREEN ACRES DR",9182
"ETHAN ALLEN PW",9183
"POIRIER PL",9184
"PINE ST",9185
"LYMAN AV",9186
"DREW ST",9187
"NORTH PROSPECT ST",9188
"TRACY DR",9189
"LEDGE RD",9190
"PLEASANT AV",9191
"HAYWARD ST",9192
"STARR FARM BC",9193
"FERN ST",9194
"SHELBURNE ST",9195
"BLODGETT ST",9196
"MAPLE ST",9197
"HOWARD ST",9198
"MAPLE ST",9199
"KILLARNEY DR",9200
"MAPLE ST",9201
"LOOMIS ST",9202
"ST PAUL ST",9203
"GAZO AV",9204
"GLEN RD",9205
"NORTH AV",9206
"MANHATTAN DR",9207
"SOUTH WILLARD ST",9208
"HENRY ST",9209
"AUSTIN DR",9210
"WOODBURY RD",9211
"NORTH AV",9212
"HUNGERFORD TR",9213
"HENRY ST",9214
"SOUTH PROSPECT ST",9215
"HENRY ST",9216
"NORTHSHORE DR",9217
"DODDS CT",9218
"ELMWOOD AV",9219
"HAYWARD ST",9220
"ROSEADE PW",9221
"IRANISTAN RD",9222
"SUMMIT RG",9223
"HARRISON AV",9224
"SOUTH WILLARD ST",9225
"GOSSE CT",9226
"NORTH AV",9227
"COLLEGE ST",9228
"BLODGETT ST",9229
"ALFRED ST",9230
"SOUTH WILLARD ST",9231
"REVERE CT",9232
"SOUTH PROSPECT ST",9233
"ALDER LN",9234
"WOODLAWN RD",9235
"ST PAUL ST",9236
"SCARFF AV",9237
"BOOTH ST",9238
"GEORGE ST",9239
"HOME AV",9240
"HOME AV",9241
"LAKE FOREST DR",9242
"CROSS PW",9243
"LOALDO DR",9244
"ARCHIBALD ST",9245
"LEDGE RD",9246
"INTERVALE AV",9247
"CAYUGA CT",9248
"MOORE DR",9249
"NORTHSHORE DR",9250
"AUSTIN DR",9251
"BAIRD ST",9252
"WESTMINSTER DR",9253
"ELMWOOD AV",9254
"MAIN ST",9255
"HOME AV",9256
"NORTH WINOOSKI AV",9257
"SCARFF AV",9258
"BARLEY RD",9259
"SOUTH PROSPECT ST",9260
"SOUTH PROSPECT ST",9261
"PEARL ST",9262
"ROSE ST",9263
"STANBURY RD",9264
"FLYNN AV",9265
"SHORE RD",9266
"CLIFF ST",9267
"CONGER AV",9268
"MATTHEW AV",9269
"MANHATTAN DR",9270
"CLIFF ST",9271
"PARK ST",9272
"CRESCENT BEACH DR",9273
"FRONT ST",9274
"CURTIS AV",9275
"EDGEMOOR DR",9276
"LYMAN AV",9277
"APPLETREE POINT RD",9278
"PEARL ST",9279
"NORTH AV",9280
"NORTH UNION ST",9281
"COLONIAL SQ",9282
"COLLEGE ST",9283
"NORTHSHORE DR",9284
"LEDGE RD",9285
"VENUS AV",9286
"ELMWOOD AV",9287
"GAZO AV",9288
"CROSS PW",9289
"CONVERSE CT",9290
"GREENE ST",9291
"PLEASANT AV",9292
"STRONG ST",9293
"GREEN ACRES DR",9294
"SOUTH COVE RD",9295
"HOWARD ST",9296
"HOWARD ST",9297
"NORTH AV",9298
"WOODLAWN RD",9299
"SOUTH WINOOSKI AV",9300
"GEORGE ST",9301
"CAROLINE ST",9302
"ST PAUL ST",9303
"APPLETREE POINT RD",9304
"SOUTH PROSPECT ST",9305
"BUELL ST",9306
"OAKLAND TR",9307
"STARR FARM BC",9308
"HENRY ST",9309
"AVENUE B",9310
"CLOAREC CT",9311
"NASH PL",9312
"CROMBIE ST",9313
"CHERRY ST",9314
"LUCK ST",9315
"CAROLINE ST",9316
"COLLEGE ST",9317
"INTERVALE RD",9318
"BUELL ST",9319
"NORTH WINOOSKI AV",9320
"SOUTH COVE RD",9321
"NORTHSHORE DR",9322
"EDSON ST",9323
"ISHAM ST",9324
"CAROLINE ST",9325
"COLCHESTER AV",9326
"PARK ST",9327
"ALDER LN",9328
"NORTH ST",9329
"CENTRAL AV",9330
"STANIFORD RD",9331
"SCARFF AV",9332
"LAFOUNTAIN ST",9333
"PLEASANT AV",9334
"LOALDO DR",9335
"CRESCENT RD",9336
"MORSE PL",9337
"UNIVERSITY TR",9338
"HILDRED DR",9339
"GRANT ST",9340
"MAPLE ST",9341
"PINE ST",9342
"TRACY DR",9343
"LYMAN AV",9344
"BATTERY ST",9345
"WESTMINSTER DR",9346
"LAFOUNTAIN ST",9347
"NORTH ST",9348
"RUSSELL ST",9349
"NORTH AV",9350
"CONVENT SQ",9351
"VILLAGE GN",9352
"CATHERINE ST",9353
"ARCHIBALD ST",9354
"COLCHESTER AV",9355
"SPRUCE ST",9356
"NORTHSHORE DR",9357
"RIVERSIDE AV",9358
"VALADE ST",9359
"FERGUSON AV",9360
"AUSTIN DR",9361
"ARCHIBALD ST",9362
"HYDE ST",9363
"WILDWOOD DR",9364
"SOUTH WINOOSKI AV",9365
"HOME AV",9366
"CONGER AV",9367
"SARATOGA AV",9368
"SOUTH WILLARD ST",9369
"ROBINSON PW",9370
"HILDRED DR",9371
"NORTH UNION ST",9372
"FAIRMONT PL",9373
"EASTMAN WAY",9374
"FERGUSON AV",9375
"MARSHALL DR",9376
"MURRAY ST",9377
"MAIN ST",9378
"RIVERSIDE AV",9379
"RICHARDSON ST",9380
"NORTH AV",9381
"WING ST",9382
"LAKEWOOD PW",9383
"AUSTIN DR",9384
"HILDRED DR",9385
"BITTERSWEET LN",9386
"CHARLOTTE ST",9387
"ST PAUL ST",9388
"RIDGEWOOD DR",9389
"HOWARD ST",9390
"NORTH COVE RD",9391
"TRACY DR",9392
"BRIERWOOD LN",9393
"BRADLEY ST",9394
"NORTH AV",9395
"ALDER LN",9396
"ROSEADE PW",9397
"BUELL ST",9398
"BIRCH CT",9399
"NORTH ST",9400
"STARR FARM BC",9401
"MANHATTAN DR",9402
"RIVERMOUNT TR",9403
"CUMBERLAND RD",9404
"NORTH WILLARD ST",9405
"PEARL ST",9406
"GEORGE ST",9407
"INTERVALE AV",9408
"BROOK DR",9409
"NORTH PROSPECT ST",9410
"PARK ST",9411
"SOUTH WINOOSKI AV",9412
"COLCHESTER AV",9413
"SUMMIT RG",9414
"ELM TR",9415
"NORTH COVE RD",9416
"COLLEGE ST",9417
"ROSEADE PW",9418
"FERGUSON AV",9419
"LORI LN",9420
"EASTMAN FARM RD",9421
"NORTH AV",9422
"PLATTSBURG AV",9423
"CASE PW",9424
"LOCUST TR",9425
"RANDY LN",9426
"HOWARD ST",9427
"MANHATTAN DR",9428
"SOUTH UNION ST",9429
"PINE ST",9430
"STARR FARM BC",9431
"SPRING ST",9432
"RUMSEY LN",9433
"AVENUE C",9434
"CRESCENT BEACH DR",9435
"KILLARNEY DR",9436
"NORTH AV",9437
"OAKBEACH DR",9438
"NORTHSHORE DR",9439
"BITTERSWEET LN",9440
"HILDRED DR",9441
"FARRINGTON PW",9442
"AUSTIN DR",9443
"SOUTH PROSPECT ST",9444
"AUSTIN DR",9445
"COLLEGE ST",9446
"SOUTH PROSPECT ST",9447
"HILDRED DR",9448
"SOUTH WILLARD ST",9449
"CLAIRE POINTE RD",9450
"GERMAIN ST",9451
"TRACY DR",9452
"CRESCENT TR",9453
"MOORE DR",9454
"NORTH AV",9455
"HARRISON AV",9456
"PARK ST",9457
"NORTH AV",9458
"LAKEVIEW TR",9459
"NORTH AV",9460
"LOALDO DR",9461
"CROSS PW",9462
"ETHAN ALLEN PW",9463
"ROSE ST",9464
"MAPLE ST",9465
"AUSTIN DR",9466
"NORTH WILLARD ST",9467
"LOCUST TR",9468
"LOALDO DR",9469
"ST PAUL ST",9470
"REVERE CT",9471
"SOUTH CHAMPLAIN ST",9472
"NORTH AV",9473
"ST PAUL ST",9474
"DODDS CT",9475
"HOME AV",9476
"NORTH ST",9477
"APPLETREE POINT RD",9478
"LAKE FOREST DR",9479
"BAYVIEW ST",9480
"ST PAUL ST",9481
"PINE ST",9482
"CLYMER ST",9483
"LAFAYETTE PL",9484
"SOUTH WINOOSKI AV",9485
"HENRY ST",9486
"EAST AV",9487
"CLIFF ST",9488
"BANK ST",9489
"PERU ST",9490
"ARTHUR CT",9491
"NORTH UNION ST",9492
"MONROE ST",9493
"FAIRMOUNT ST",9494
"CLOVER LN",9495
"LUDWIG CT",9496
"MORGAN ST",9497
"PINE ST",9498
"SOUTH WILLARD ST",9499
"HUNGERFORD TR",9500
"KILLARNEY DR",9501
"PARK ST",9502
"GREEN ACRES DR",9503
"HILDRED DR",9504
"HOWARD ST",9505
"SOUTH UNION ST",9506
"PLEASANT AV",9507
"NORTH AV",9508
"NORTH ST",9509
"MOORE DR",9510
"ELMWOOD AV",9511
"CROSS PW",9512
"COLCHESTER AV",9513
"FAIRMONT PL",9514
"PINE ST",9515
"HARDY AV",9516
"ST LOUIS ST",9517
"VAN PATTEN PW",9518
"CENTRAL AV",9519
"NORTH VIEW DR",9520
"GREY MEADOW DR",9521
"TEMPLE ST",9522
"BRIGHT ST",9523
"CURTIS AV",9524
"MAPLE ST",9525
"DALE RD",9526
"LAFOUNTAIN ST",9528
"SOUTH WINOOSKI AV",9529
"ETHAN ALLEN PW",9530
"HALE CT",9531
"FARRINGTON PW",9532
"MYRTLE ST",9533
"MOORE DR",9534
"COLLEGE ST",9535
"SHELBURNE ST",9536
"RUSSELL ST",9537
"MUIRFIELD RD",9538
"ROSE ST",9539
"NORTH ST",9540
"IRA LN",9541
"HILDRED DR",9542
"CHURCH ST",9543
"SOUTH UNION ST",9544
"CEDAR ST",9545
"CALARCO CT",9546
"NORTH AV",9547
"ALFRED TR",9548
"SUMMIT RG",9549
"CHITTENDEN DR",9550
"SOUTH WILLARD ST",9551
"CURTIS AV",9552
"SOUTH COVE RD",9553
"ST PAUL ST",9554
"WOODBURY RD",9555
"SOUTH PROSPECT ST",9556
"NORTH PROSPECT ST",9557
"GEORGE ST",9558
"BITTERSWEET LN",9559
"NORTH WINOOSKI AV",9560
"WOODLAWN RD",9561
"PLEASANT AV",9562
"NORTH AV",9563
"NORTH WINOOSKI AV",9564
"MAPLE ST",9565
"NORTH UNION ST",9566
"AUSTIN DR",9567
"KILLARNEY DR",9568
"SANDRA CR",9569
"STANIFORD RD",9570
"SHELBURNE ST",9571
"LAKEVIEW TR",9572
"LOPES AV",9573
"APPLETREE POINT RD",9574
"ETHAN ALLEN PW",9575
"ROBINSON PW",9576
"PITKIN ST",9577
"SHORE RD",9578
"NORTH UNION ST",9579
"SUMMIT RG",9580
"OAKLAND TR",9581
"SANDRA CR",9582
"SCHOOL ST",9583
"ALDER LN",9584
"NORTH UNION ST",9585
"PINE ST",9586
"LOCUST TR",9587
"SOUTH WINOOSKI AV",9588
"KING ST",9589
"PINE ST",9590
"CHERRY LN",9591
"PARK ST",9592
"NORTH CHAMPLAIN ST",9593
"WOODBURY RD",9594
"TRACY DR",9595
"MAIN ST",9596
"GOLDEN PL",9597
"ELM TR",9598
"POMEROY ST",9599
"VAN PATTEN PW",9600
"FLYNN AV",9601
"NORTH AV",9602
"NORTH AV",9603
"CLIFF ST",9604
"HAYWARD ST",9605
"FERGUSON AV",9606
"FERN ST",9607
"ELMWOOD AV",9608
"NORTH AV",9609
"GLEN RD",9610
"WILDWOOD DR",9611
"COLLEGE ST",9612
"INTERVALE RD",9613
"COLCHESTER AV",9614
"CLAIRE POINTE RD",9615
"STRONG ST",9616
"CURTIS AV",9617
"SANDRA CR",9618
"SOUTH WILLIAMS ST",9619
"BILODEAU PK",9620
"NORTH AV",9621
"NORTH UNION ST",9622
"FARRINGTON PW",9623
"HOWARD ST",9624
"SOUTH UNION ST",9625
"NORTH AV",9626
"BITTERSWEET LN",9627
"STANBURY RD",9628
"HICKOK PL",9629
"APPLETREE POINT RD",9630
"COLCHESTER AV",9631
"SOUTH PROSPECT ST",9632
"HILDRED DR",9633
"ST PAUL ST",9634
"AVENUE B",9635
"OVERLAKE PK",9636
"SOUTH UNION ST",9637
"FRONT ST",9638
"GREEN ACRES DR",9639
"SOUTH PROSPECT ST",9640
"APPLETREE POINT RD",9641
"FAIRMONT PL",9642
"MORGAN ST",9643
"CONGER AV",9644
"WOODLAWN RD",9645
"LAKE ST",9646
"ALDER LN",9647
"MYRTLE ST",9648
"NORTH AV",9649
"CUMBERLAND RD",9650
"NORTH ST",9651
"AVENUE B",9652
"INSTITUTE RD",9653
"LAKEWOOD PW",9654
"APPLETREE POINT RD",9655
"AUSTIN DR",9656
"NORTH CHAMPLAIN ST",9657
"MAPLE ST",9658
"BROOKES AV",9659
"CLAIRE POINTE RD",9660
"SUMMIT ST",9661
"AVENUE B",9662
"NORTH CHAMPLAIN ST",9663
"SOUTH UNION ST",9664
"BROOKES AV",9665
"SANDRA CR",9666
"STARR FARM BC",9667
"WESTWARD DR",9668
"WOODLAWN RD",9669
"PERU ST",9670
"CLAIRE POINTE RD",9671
"RANDY LN",9672
"HOWARD ST",9673
"STANIFORD FARMS RD",9674
"NORTH WINOOSKI AV",9675
"HILDRED DR",9676
"SOUTH WILLIAMS ST",9677
"HILDRED DR",9678
"NORTH AV",9679
"LOOMIS ST",9680
"NORTH PROSPECT ST",9681
"MARSHALL DR",9682
"MANHATTAN DR",9683
"LEDGE RD",9684
"SHERMAN ST",9685
"NORTH CHAMPLAIN ST",9686
"NORTH AV",9687
"HYDE ST",9688
"CONVENT SQ",9689
"PERROTTA PL",9690
"INTERVALE AV",9691
"COLCHESTER AV",9692
"LYMAN AV",9693
"SOUTH PROSPECT ST",9694
"HARDY AV",9695
"CHARLOTTE ST",9696
"WOODLAWN RD",9697
"EAST VILLAGE DR",9698
"BILODEAU CT",9699
"NORTH AV",9700
"SARATOGA AV",9701
"WOODCREST LN",9702
"CHURCH ST",9703
"RICHARDSON ST",9704
"HILDRED DR",9705
"MUIRFIELD RD",9706
"NORTH AV",9707
"GAZO AV",9708
"COLLEGE ST",9709
"ST PAUL ST",9710
"CROSS PW",9711
"COLLEGE ST",9712
"NORTHSHORE DR",9713
"CONVENT SQ",9714
"SOUTH UNION ST",9715
"NORTH AV",9716
"SUNSET DR",9717
"PERROTTA PL",9718
"MAIN ST",9719
"ST PAUL ST",9720
"BRADLEY ST",9721
"LAFOUNTAIN ST",9722
"MORSE PL",9723
"BORESTONE LN",9724
"EASTMAN FARM RD",9725
"SPRUCE ST",9726
"CHERRY ST",9727
"COLLEGE ST",9728
"LUDWIG CT",9729
"COLLEGE ST",9730
"CRESCENT BEACH DR",9731
"NORTH AV",9732
"CHARITY ST",9733
"KILLARNEY DR",9734
"SUMMIT ST",9735
"NORTH COVE RD",9736
"APPLETREE POINT RD",9737
"LAKEVIEW TR",9738
"SOUTH WILLARD ST",9739
"LOCUST ST",9740
"LOOMIS ST",9741
"LAKEWOOD PW",9742
"GOVE CT",9743
"SHELBURNE ST",9744
"ST PAUL ST",9745
"LAKEVIEW TR",9746
"MARBLE AV",9747
"HILDRED DR",9748
"NORTH AV",9749
"LYMAN AV",9750
"ADAMS ST",9751
"NORTH ST",9752
"LOALDO DR",9753
"EAST AV",9754
"VALADE ST",9755
"MAIN ST",9756
"NORTH AV",9757
"SHORE RD",9758
"ST LOUIS ST",9759
"AUSTIN DR",9760
"WOODBURY RD",9761
"WING ST",9762
"SHELBURNE ST",9763
"RIVERS EDGE DR",9764
"LAKE FOREST DR",9765
"VAN PATTEN PW",9766
"ELMWOOD AV",9767
"SOUTH COVE RD",9768
"PARK ST",9769
"ALLEN ST",9770
"NORTHSHORE DR",9771
"SHELBURNE ST",9772
"FERGUSON AV",9773
"CLARKE ST",9774
"WOODS ST",9775
"SOUTH PROSPECT ST",9776
"STIRLING PL",9777
"CHERRY LN",9778
"WOODBURY RD",9779
"ELMWOOD AV",9780
"NORTHSHORE DR",9781
"CLAIRE POINTE RD",9782
"NORTH CHAMPLAIN ST",9783
"MAIN ST",9784
"APPLETREE POINT RD",9785
"COLCHESTER AV",9786
"CLYMER ST",9787
"LOPES AV",9788
"PEARL ST",9789
"LINDEN TR",9790
"NORTHSHORE DR",9791
"COTTAGE GR",9792
"ISHAM ST",9793
"GAZO AV",9794
"CHURCH ST",9795
"MANSFIELD AV",9796
"GREEN ACRES DR",9797
"HILDRED DR",9798
"MAIN ST",9799
"MAIN ST",9800
"SOUTH WINOOSKI AV",9801
"SOUTH WILLIAMS ST",9802
"SOUTH COVE RD",9803
"LUDWIG CT",9804
"CHURCH ST",9805
"SHORE RD",9806
"DODDS CT",9807
"AUSTIN DR",9808
"NORTH WINOOSKI AV",9809
"CUMBERLAND RD",9810
"PROSPECT PW",9811
"LAKEWOOD PW",9812
"HAYWARD ST",9813
"GOVE CT",9814
"EDSON ST",9815
"CONVENT SQ",9816
"PROSPECT PW",9817
"MANHATTAN DR",9818
"LOCUST ST",9819
"LAKEVIEW TR",9820
"JAMES AV",9821
"SOUTH WILLARD ST",9822
"NORTH WILLARD ST",9823
"SOUTH WILLIAMS ST",9824
"NORTH UNION ST",9825
"ELM TR",9826
"PARK ST",9827
"TRACY DR",9828
"ETHAN ALLEN PW",9829
"GREEN ACRES DR",9830
"SCARFF AV",9831
"SOUTH WILLIAMS ST",9832
"SOUTH UNION ST",9833
"EAST VILLAGE DR",9834
"LOOMIS ST",9835
"CANFIELD ST",9836
"NORTHSHORE DR",9837
"FERGUSON AV",9838
"HILDRED DR",9839
"TRACY DR",9840
"WEST RD",9841
"PINE ST",9842
"SOUTH WILLARD ST",9843
"FARRINGTON PW",9844
"EASTMAN FARM RD",9845
"PEARL ST",9846
"CHERRY LN",9847
"LAKEWOOD PW",9848
"NORTH CHAMPLAIN ST",9849
"INTERVALE AV",9850
"WALNUT ST",9851
"MAPLE ST",9852
"HIGH GROVE CT",9853
"AUSTIN DR",9854
"HENDERSON TR",9855
"APPLETREE POINT RD",9856
"OAKLAND TR",9857
"SOUTH WINOOSKI AV",9858
"NORTH UNION ST",9859
"LAKEWOOD PW",9860
"YORK DR",9861
"SHELBURNE ST",9862
"ST PAUL ST",9863
"HIGH GROVE CT",9864
"PENNINGTON DR",9865
"INTERVALE AV",9866
"CLAIRE POINTE RD",9867
"SPRUCE ST",9868
"CUMBERLAND RD",9869
"NORTHSHORE DR",9870
"TALLWOOD LN",9871
"SOUTHWIND DR",9872
"EAST VILLAGE DR",9873
"JAMES AV",9874
"JAMES AV",9875
"DREW ST",9876
"PERROTTA PL",9877
"SOUTH WINOOSKI AV",9878
"SOUTH PROSPECT ST",9879
"SOUTH WINOOSKI AV",9880
"HOLLY LN",9881
"AUSTIN DR",9882
"PROSPECT PW",9883
"CHARLOTTE ST",9884
"HILDRED DR",9885
"NORTH WINOOSKI AV",9886
"ST PAUL ST",9887
"RANDY LN",9888
"SOUTH UNION ST",9889
"CRESCENT RD",9890
"EAST VILLAGE DR",9891
"NORTH AV",9892
"BROOKES AV",9893
"AVENUE A",9894
"CAROLINE ST",9895
"SUNSET CL",9896
"NORTH UNION ST",9897
"FRONT ST",9898
"PROSPECT PW",9899
"NORTH WINOOSKI AV",9900
"EAST AV",9901
"NORTH AV",9902
"NORTH AV",9903
"CAYUGA CT",9904
"UNIVERSITY RD",9905
"NORTH AV",9906
"COLCHESTER AV",9907
"NORTH AV",9908
"STARR FARM BC",9909
"ELBOW ST",9910
"SOUTH WINOOSKI AV",9911
"VILLAGE GN",9912
"LAKEVIEW TR",9913
"CROSS PW",9914
"AUSTIN DR",9915
"FOREST ST",9916
"MORSE PL",9917
"GOSSE CT",9918
"LYMAN AV",9919
"LAFOUNTAIN ST",9920
"APPLETREE POINT RD",9921
"EASTMAN FARM RD",9922
"SOUTH UNION ST",9923
"NORTH AV",9924
"FAIRMONT PL",9925
"LYMAN AV",9926
"MANHATTAN DR",9927
"MAIN ST",9928
"HYDE ST",9929
"SOUTH UNION ST",9930
"WILDWOOD DR",9931
"AVENUE B",9932
"ARCHIBALD ST",9933
"SPRUCE ST",9934
"NASH PL",9935
"NORTH AV",9936
"BROOKES AV",9937
"NORTH AV",9938
"NORTH AV",9939
"SOUTH PROSPECT ST",9940
"NORTH COVE RD",9941
"FARRINGTON PW",9942
"NORTH UNION ST",9943
"NORTH CHAMPLAIN ST",9944
"FLYNN AV",9945
"HARBOR WATCH RD",9946
"BLODGETT ST",9947
"NORTH WILLARD ST",9948
"WOODRIDGE DR",9949
"INTERVALE AV",9950
"CLAIRE POINTE RD",9951
"WOODLAWN RD",9952
"COLLEGE ST",9953
"HICKOK PL",9954
"SUNSET DR",9955
"WARD ST",9956
"SHELBURNE ST",9957
"BILLINGS CT",9958
"ARLINGTON CT",9959
"BAIRD ST",9960
"SUNSET DR",9961
"NORTH AV",9962
"COLLEGE ST",9963
"AVENUE C",9964
"WILDWOOD DR",9965
"PEARL ST",9966
"YORK DR",9967
"SOUTH COVE RD",9968
"COLLEGE ST",9969
"NORTH WINOOSKI AV",9970
"CUMBERLAND RD",9971
"NORTHSHORE DR",9972
"NORTH UNION ST",9973
"ELMWOOD AV",9974
"NORTH CHAMPLAIN ST",9975
"SOUTH PROSPECT ST",9976
"FAITH ST",9977
"HARRINGTON TR",9978
"CHURCH ST",9979
"NORTH CHAMPLAIN ST",9980
"IVY LN",9981
"GREEN ACRES DR",9982
"NORTH AV",9983
"SANDY LN",9984
"HARRINGTON TR",9985
"ELMWOOD AV",9986
"SOUTH PROSPECT ST",9987
"CATHERINE ST",9988
"STANIFORD RD",9989
"NORTH AV",9990
"APPLETREE POINT RD",9991
"EAST VILLAGE DR",9992
"SOUTH PROSPECT ST",9993
"SHORE RD",9994
"RIVERMOUNT TR",9995
"LOPES AV",9996
"KING ST",9997
"NORTH AV",9998
"CONVENT SQ",9999
"MONROE ST",10000
"LAKEWOOD PW",10001
"ST PAUL ST",10002
"STANIFORD RD",10003
"GOSSE CT",10004
"NORTH WINOOSKI AV",10005
"BIRCH CT",10006
"COLCHESTER AV",10007
"SOUTH WILLIAMS ST",10008
"APPLETREE POINT RD",10009
"MONROE ST",10010
"SARATOGA AV",10011
"ELMWOOD AV",10012
"ADAMS ST",10013
"SOUTHWIND DR",10014
"LAFOUNTAIN ST",10015
"LORI LN",10016
"NORTH VIEW DR",10017
"AUSTIN DR",10018
"CATHERINE ST",10019
"HILDRED DR",10020
"DECATUR ST",10021
"BAYVIEW ST",10022
"LAFOUNTAIN ST",10023
"SKY DR",10024
"VILLAGE GN",10025
"ROSEADE PW",10026
"BUELL ST",10027
"SHELBURNE ST",10028
"MAIN ST",10029
"ROSE ST",10030
"AUSTIN DR",10031
"CEDAR LN",10032
"COLLEGE ST",10033
"GAZO AV",10034
"LAKE ST",10035
"CROWLEY ST",10036
"HAYWARD ST",10037
"ELMWOOD AV",10038
"LAKE ST",10039
"CEDAR ST",10040
"AUSTIN DR",10041
"BIRCH CT",10042
"CAROLINE ST",10043
"WALNUT ST",10044
"PLATTSBURG AV",10045
"DUNDER RD",10046
"CUMBERLAND RD",10047
"SOUTH WILLARD ST",10048
"ALGIRD ST",10049
"OAK ST",10050
"AUSTIN DR",10051
"CUMBERLAND RD",10052
"MANHATTAN DR",10053
"GROVE ST",10054
"NORTH AV",10055
"APPLETREE POINT LN",10056
"MANHATTAN DR",10057
"APPLETREE POINT RD",10058
"NORTH AV",10059
"WOODBURY RD",10060
"SOUTH PROSPECT ST",10061
"VAN PATTEN PW",10062
"SOUTH UNION ST",10063
"BRIGGS ST",10064
"MOORE CT",10065
"FAIRMOUNT ST",10066
"STRONG ST",10067
"LINDEN TR",10068
"CHURCH ST",10069
"CHASE ST",10070
"CAROLINE ST",10071
"SUNSET CL",10072
"NORTH WINOOSKI AV",10073
"MAPLE ST",10074
"SOUTH PROSPECT ST",10075
"FAITH ST",10076
"PEARL ST",10077
"COTTAGE GR",10078
"LAFOUNTAIN ST",10079
"GOLDEN PL",10080
"CLYMER ST",10081
"OAKLAND TR",10082
"ROSEADE PW",10083
"SOUTH PROSPECT ST",10084
"CHERRY ST",10085
"JAMES AV",10086
"SOUTH WINOOSKI AV",10087
"SARATOGA AV",10088
"ROSE ST",10089
"HYDE ST",10090
"MORGAN ST",10091
"HOPE ST",10092
"OAK ST",10093
"ALDER LN",10094
"WILLOW ST",10095
"MAPLE ST",10096
"WOODBURY RD",10097
"DUNDER RD",10098
"PITKIN ST",10099
"PINE ST",10100
"JAMES AV",10101
"AUSTIN DR",10102
"MAIN ST",10103
"SOUTH UNION ST",10104
"LATHAM CT",10105
"WOODRIDGE DR",10106
"SOUTHWIND DR",10107
"MAIN ST",10108
"TRACY DR",10109
"RIVERSIDE AV",10110
"NORTHSHORE DR",10111
"COLLEGE ST",10112
"NORTH AV",10113
"APPLETREE POINT LN",10114
"NORTH ST",10115
"ETHAN ALLEN PW",10116
"SOUTH WILLIAMS ST",10117
"APPLETREE POINT RD",10118
"FLYNN AV",10119
"COLLEGE ST",10120
"KING ST",10121
"SOUTH UNION ST",10122
"NORTHSHORE DR",10123
"INTERVALE AV",10124
"LAKE ST",10125
"HARRINGTON TR",10126
"HILDRED DR",10127
"AUSTIN DR",10128
"PARK ST",10129
"MAIN ST",10130
"LAKEWOOD PW",10131
"FERGUSON AV",10132
"COLLEGE ST",10133
"CAROLINE ST",10134
"SHELBURNE ST",10135
"GLEN RD",10136
"VINE ST",10137
"WOODBURY RD",10138
"BUELL ST",10139
"HARDY AV",10140
"CLAIRE POINTE RD",10141
"ELMWOOD AV",10142
"EDINBOROUGH DR",10143
"APPLETREE POINT RD",10144
"VENUS AV",10145
"MANHATTAN DR",10146
"RIVERS EDGE DR",10147
"TALLWOOD LN",10148
"ARCHIBALD ST",10149
"MURRAY ST",10150
"HENRY ST",10151
"LAKEVIEW TR",10152
"AUSTIN DR",10153
"LAKE ST",10154
"SOUTH COVE RD",10155
"NORTH CHAMPLAIN ST",10156
"ST PAUL ST",10157
"NORTH AV",10158
"BORESTONE LN",10159
"MAIN ST",10160
"ELMWOOD AV",10161
"APPLETREE POINT RD",10162
"CHERRY LN",10163
"CRESCENT RD",10164
"WING ST",10165
"SUMMIT ST",10166
"WOODLAWN RD",10167
"LOOMIS ST",10168
"DUNDER RD",10169
"BROOK DR",10170
"RIDGEWOOD DR",10171
"STANIFORD RD",10172
"COLLEGE ST",10173
"HOME AV",10174
"NORTH AV",10175
"NORTH ST",10176
"VALADE ST",10177
"QUEEN CITY PARK RD",10178
"NORTH CHAMPLAIN ST",10179
"WOODBURY RD",10180
"STARR FARM BC",10181
"PARK ST",10182
"COLCHESTER AV",10183
"RIVERSIDE AV",10184
"INTERVALE AV",10185
"MAIN ST",10186
"NORTH AV",10187
"SOUTH WINOOSKI AV",10188
"NORTH AV",10189
"PROSPECT PW",10190
"HYDE ST",10191
"CHESTNUT TR",10192
"AVENUE C",10193
"MARBLE AV",10194
"KING ST",10195
"WOODRIDGE DR",10196
"ETHAN ALLEN PW",10197
"SOUTH WINOOSKI AV",10198
"MATTHEW AV",10199
"HIGH GROVE CT",10200
"DRIFTWOOD LN",10201
"NORTH AV",10202
"SKY DR",10203
"BLODGETT ST",10204
"RIVERS EDGE DR",10205
"NORTH AV",10206
"HILDRED DR",10207
"CHERRY LN",10208
"WALNUT ST",10209
"CHASE ST",10210
"NORTH WILLARD ST",10211
"LEONARD ST",10212
"CHASE ST",10213
"SUMMER ST",10214
"SOUTH UNION ST",10215
"HARBOR WATCH RD",10216
"STANBURY RD",10217
"WOODLAWN RD",10218
